,ret_1d,ret_5d,ma_gap,vol_20,dxy_chg_5d_dir,us10y_chg_5d_dir,cpi_surprise_dir,nfp_surprise_dir,fed_exp_level,fed_exp_chg,demand_chg_5d,gpr_level_z,gpr_chg_5d,ev_supply_5d,ev_geo_5d,ev_demand_5d,ev_cpi_5d,ev_jobs_5d,ev_fed_5d,ev_view_5d,inst_bias
2025-06-23,-0.08957462436141128,-0.04648684142717219,0.02449678182313697,0.03153259920828137,-0.8429839417759322,0.1200000000000001,-0.41235647687726357,0.6916670035396653,0.450115420330944,0.3615747246306669,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-06-24,-0.06233203395028308,-0.15070481534136437,-0.040614188549348285,0.034861096984302266,0.11642689751777402,0.08999999999999986,-0.4272838461906846,0.7059569027176446,0.7565501484701099,0.6217994877468503,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-06-25,0.008508056581865375,-0.146197297499433,-0.03453639888584359,0.03476209612953937,0.3287487420328805,0.08999999999999986,-0.4426450714097838,0.7206235754164116,0.9686583287219,0.6978689402020011,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-06-26,0.004917035106422496,-0.1412802623930105,-0.03302851398918438,0.034530371225910884,0.3287487420328805,0.08999999999999986,-0.4584696738735249,0.7356878568187712,0.966474880321231,0.6978689402020011,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-06-27,0.004282661792001541,-0.13419890483140495,-0.032492359086391254,0.034502914903106,1.141598535369892,0.08999999999999986,-0.47479002876928683,0.7511722296802862,0.710957580737479,0.26084216040653496,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-06-30,-0.006277292296043235,-0.05090157276603691,-0.04079923346720893,0.0340810852374831,1.4530071123567523,0.09999999999999964,-0.4916417352464519,0.7671009972016257,0.9755869104869479,0.26084216040653496,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-07-01,0.005208345107138079,0.016638806291384256,-0.037174134092269995,0.033972484508525316,0.8481736724698874,0.040000000000000036,-0.7714872098116263,-0.8465589180479243,0.8081666903241929,0.05161654185408293,1.339445388791627,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-07-02,0.03010009029785543,0.03823084000737431,-0.010605826175289934,0.03445550533481397,0.8558706795109616,-0.009999999999999787,-0.7895628471092592,-0.8335479370116886,0.4022775435737534,-0.5663807851481466,1.339445388791627,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-07-03,-0.006693963262798697,0.02661984163815312,-0.02008489224086496,0.03450988154641342,0.34008914698553383,-0.08999999999999986,-0.8082545364264907,-0.8207674605781914,0.17887423089254031,-0.7876006494286907,1.339445388791627,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-07-04,0.0,0.022337179846151578,-0.021924284943907857,0.03430315941228373,0.34008914698553383,-0.08999999999999986,-0.827605013162101,-0.8082193602826049,0.17887423089254031,-0.7876006494286907,1.339445388791627,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-07-07,0.01378514381224516,0.04239961595443997,-0.010121085031896015,0.03434883638425994,-0.17695513228506154,-0.16000000000000014,-0.8476612985548314,-0.7959073330830966,0.49037397446756786,-0.48521293601938004,1.339445388791627,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-07-08,0.005871145589475546,0.04306241643677744,-0.0067634083700056635,0.034321267812197895,-0.41351191014851185,-0.16000000000000014,-0.8684752726303449,-0.7838372107460362,0.49031323560068957,-0.3178534547235033,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-07-09,0.000731475418468186,0.013693801557390195,-0.006200394254968877,0.03263722856285114,-0.3582453855161205,-0.040000000000000036,-0.8901043438945301,-0.7720173550201274,0.35916546669718696,-0.04311207687656643,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-07-10,-0.026826358598542654,-0.006438593778353763,-0.03193466575775883,0.0331919010457226,-0.4999236821756625,-0.0,-0.9126122357240073,-0.760459164858883,0.1800606023449227,0.0011863714523823732,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-07-11,0.027849526121845436,0.021410932343491673,-0.0008810456722212479,0.02957052898612375,-0.4999236821756625,-0.0,-0.9360699143124066,-0.749177731753098,0.2723763021628173,0.0011863714523823732,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-07-14,-0.021709484368399146,-0.014083695837152632,-0.01913690533682466,0.029711297256396017,-0.5022567277572998,-0.02999999999999936,-0.9605566893543913,-0.7381926933275479,0.321225250186344,-0.16914872428122385,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-07-15,-0.00689141304133134,-0.02684625446795952,-0.020135826024097803,0.027729561714405427,-0.561929485943824,-0.08000000000000007,-0.9861615268611642,-0.727529355939013,-0.04617262551214885,-0.5364858611128385,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-07-16,-0.0021068480328985117,-0.029684577919326216,-0.016044812364296668,0.027648391306231403,-0.5732846353203147,-0.1200000000000001,-1.0129846242546243,-0.7172201875965655,0.27803586390688223,-0.08112960279030473,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-07-17,0.017324208665593588,0.014465989344810026,0.006611047560717509,0.02812014186225312,-0.6710098861511415,-0.1200000000000001,-1.0411393120957317,-0.7073068288342139,0.27803586390688223,-0.08112960279030473,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-07-18,-0.0029656012244938523,-0.016349138001529262,0.008985442868388205,0.0281193753440899,-0.36240404131371307,-0.010000000000000675,-1.0707543657556475,-0.6978428407593605,0.09502367402501528,-0.177352628137802,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-07-21,-0.0020811662038244805,0.003279180163045403,0.00786960028884831,0.019941596718065085,0.18698911753280978,0.04999999999999982,-1.0766612170287992,-0.6880763893183873,-0.04934758179400492,-0.37057283198034896,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
